,action
5797,8
5798,8
5799,6
5800,4
5801,2
5802,8
5803,8
5804,8
5805,8
5806,8
5807,8
5808,8
5809,8
5810,8
5811,2
5812,2
5813,2
5814,8
5815,8
5816,2
5817,2
5818,8
5819,8
5820,2
5821,2
5822,2
5823,2
5824,2
5825,2
5826,8
5827,8
5828,6
5829,6
5830,8
5831,8
5832,2
5833,2
5834,8
5835,8
5836,2
5837,2
5838,8
5839,8
5840,8
5841,8
5842,8
5843,8
5844,8
5845,8
5846,8
5847,8
5848,2
5849,2
5850,6
5851,8
5852,8
5853,8
5854,8
5855,6
5856,8
5857,8
5858,8
5859,8
5860,8
5861,8
5862,8
5863,8
5864,8
5865,8
5866,8
5867,8
5868,8
5869,8
5870,8
5871,8
5872,8
5873,8
5874,8
5875,8
5876,8
5877,8
5878,8
5879,8
5880,8
5881,8
5882,8
5883,8
5884,8
5885,8
5886,8
5887,3
5888,1
5889,3
5890,6
5891,6
5892,3
5893,3
5894,6
5895,6
5896,6
5897,2
5898,6
5899,2
5900,2
5901,2
5902,2
5903,6
5904,2
5905,6
5906,6
5907,6
5908,2
5909,2
5910,1
5911,1
5912,1
5913,1
5914,2
5915,2
5916,2
5917,2
5918,1
5919,1
5920,1
5921,1
5922,1
5923,2
5924,2
5925,2
5926,2
5927,6
5928,6
5929,6
5930,6
5931,6
5932,6
5933,6
5934,6
5935,6
5936,6
5937,6
5938,6
5939,6
5940,6
5941,7
5942,7
5943,7
5944,7
5945,7
5946,7
5947,7
5948,7
5949,7
5950,7
5951,7
5952,7
5953,7
5954,7
5955,7
5956,7
5957,7
5958,7
5959,7
5960,7
5961,7
5962,7
5963,7
5964,7
5965,7
5966,7
5967,7
5968,7
5969,7
5970,7
5971,7
5972,7
5973,7
5974,7
5975,7
5976,7
5977,7
5978,7
5979,7
5980,7
5981,7
5982,7
5983,7
5984,7
5985,7
5986,7
5987,7
5988,7
5989,7
5990,7
5991,7
5992,7
5993,7
5994,7
5995,7
5996,7
5997,7
5998,7
5999,7
6000,7
6001,7
6002,4
6003,4
6004,2
6005,4
6006,2
6007,7
6008,4
6009,4
6010,4
6011,4
6012,4
6013,7
6014,7
6015,7
6016,7
6017,7
6018,7
6019,7
6020,7
6021,7
6022,7
6023,7
6024,7
6025,7
6026,7
6027,4
6028,7
6029,7
6030,7
6031,7
6032,7
6033,7
6034,2
6035,4
6036,2
6037,2
6038,5
6039,5
6040,5
6041,5
6042,2
6043,5
6044,1
6045,2
6046,1
6047,1
6048,1
6049,1
6050,1
6051,1
6052,2
6053,1
6054,2
6055,2
6056,2
6057,5
6058,5
6059,5
6060,5
6061,5
6062,5
6063,5
6064,5
6065,5
6066,7
6067,5
6068,5
6069,5
6070,5
6071,5
6072,5
6073,5
6074,5
6075,5
6076,5
6077,5
6078,5
6079,5
6080,5
6081,5
6082,5
6083,5
6084,5
6085,5
6086,5
6087,1
6088,1
6089,1
6090,1
6091,5
6092,1
6093,1
6094,5
6095,5
6096,1
6097,1
6098,5
6099,5
6100,1
6101,1
6102,5
6103,5
6104,1
6105,1
6106,1
6107,5
6108,1
6109,1
6110,5
6111,5
6112,1
6113,1
6114,5
6115,5
6116,1
6117,1
6118,1
6119,1
6120,1
6121,1
6122,1
6123,8
6124,8
6125,8
6126,8
6127,2
6128,2
6129,1
6130,1
6131,1
6132,8
6133,1
6134,1
6135,1
6136,1
6137,1
6138,1
6139,1
6140,8
6141,8
6142,8
6143,8
6144,1
6145,1
6146,1
6147,8
6148,8
6149,8
6150,8
6151,8
6152,8
6153,8
6154,8
6155,8
6156,8
6157,8
6158,1
6159,8
6160,8
6161,8
6162,8
6163,8
6164,8
6165,8
6166,8
6167,5
6168,5
6169,5
6170,5
6171,5
6172,5
6173,5
6174,5
6175,5
6176,5
6177,5
6178,5
6179,5
6180,5
6181,5
6182,5
6183,5
6184,5
6185,5
6186,5
6187,5
6188,5
6189,8
6190,8
6191,8
6192,8
6193,8
6194,8
6195,8
6196,8
6197,8
6198,8
6199,8
6200,8
6201,8
6202,8
6203,8
6204,8
6205,8
6206,8
6207,8
6208,8
6209,8
6210,8
6211,8
6212,8
6213,8
6214,8
6215,8
6216,8
6217,8
6218,8
6219,8
6220,8
6221,8
6222,8
6223,3
6224,0
6225,0
6226,8
6227,1
6228,1
6229,8
6230,8
6231,8
6232,8
6233,8
6234,8
6235,5
6236,8
6237,5
6238,5
6239,8
6240,8
6241,8
6242,8
6243,8
6244,1
6245,0
6246,8
6247,5
6248,8
6249,7
6250,7
6251,7
6252,8
6253,8
6254,7
6255,7
6256,7
6257,8
6258,7
6259,5
6260,8
6261,7
6262,7
6263,8
6264,8
6265,8
6266,8
6267,8
6268,7
6269,7
6270,7
6271,7
6272,5
6273,5
6274,5
6275,5
6276,5
6277,5
6278,5
6279,5
6280,5
6281,7
6282,7
6283,5
6284,7
6285,7
6286,7
6287,7
6288,7
6289,7
6290,7
6291,7
6292,6
6293,6
6294,8
6295,2
6296,5
6297,6
6298,8
6299,5
6300,2
6301,6
6302,6
6303,5
6304,5
6305,5
6306,5
6307,6
6308,5
6309,5
6310,5
6311,5
6312,5
6313,5
6314,5
6315,5
6316,6
6317,5
6318,7
6319,7
6320,7
6321,7
6322,7
6323,7
6324,5
6325,5
6326,5
6327,5
6328,6
6329,6
6330,6
6331,1
6332,5
6333,5
6334,5
6335,7
6336,6
6337,2
6338,7
6339,5
6340,5
6341,5
6342,5
6343,6
6344,6
6345,5
6346,5
6347,5
6348,5
6349,4
6350,6
6351,6
6352,5
6353,4
6354,4
6355,6
6356,6
6357,6
6358,6
6359,6
6360,6
6361,6
6362,6
6363,6
6364,6
6365,6
6366,6
6367,6
6368,6
6369,5
6370,5
6371,5
6372,5
6373,5
6374,5
6375,5
6376,5
6377,5
6378,5
6379,1
6380,6
6381,6
6382,8
6383,8
6384,8
6385,8
6386,8
6387,8
6388,8
6389,6
6390,6
6391,4
6392,4
6393,4
6394,6
6395,2
6396,5
6397,5
6398,2
6399,2
6400,2
6401,7
6402,7
6403,7
6404,7
6405,2
6406,2
6407,2
6408,2
6409,2
6410,2
6411,2
6412,2
6413,2
6414,2
6415,2
6416,2
6417,1
6418,1
6419,2
6420,2
6421,2
6422,2
6423,2
6424,2
6425,2
6426,2
6427,2
6428,2
6429,2
6430,5
6431,5
6432,5
6433,5
6434,5
6435,1
6436,1
6437,5
6438,5
6439,5
6440,6
6441,6
6442,6
6443,6
6444,5
6445,2
6446,6
6447,6
6448,6
6449,6
6450,6
6451,6
6452,1
6453,2
6454,2
6455,3
6456,3
6457,3
6458,3
6459,3
6460,3
6461,3
6462,3
6463,8
6464,8
6465,6
6466,6
6467,8
6468,8
6469,8
6470,8
6471,8
6472,1
6473,1
6474,4
6475,4
6476,1
6477,1
6478,1
6479,8
6480,8
6481,8
6482,8
6483,8
6484,8
6485,8
6486,8
6487,8
6488,8
6489,8
6490,8
6491,8
6492,3
6493,3
6494,3
6495,3
6496,4
6497,4
6498,4
6499,4
6500,4
6501,4
6502,4
6503,4
6504,3
6505,3
6506,3
6507,4
6508,4
6509,0
6510,0
6511,0
6512,0
6513,3
6514,3
6515,3
6516,3
6517,6
6518,6
6519,6
6520,6
6521,8
6522,8
6523,8
6524,8
6525,8
6526,8
6527,8
6528,8
6529,3
6530,8
6531,1
6532,1
6533,1
6534,3
6535,3
6536,3
6537,1
6538,8
6539,3
6540,3
6541,3
6542,3
6543,3
6544,1
6545,3
6546,3
6547,3
6548,3
6549,1
6550,1
6551,1
6552,2
6553,5
6554,5
6555,5
6556,5
6557,5
6558,5
6559,5
6560,5
6561,5
6562,5
6563,5
6564,1
6565,1
6566,1
6567,1
6568,1
6569,1
6570,1
6571,1
6572,1
6573,1
6574,1
6575,1
6576,1
6577,1
6578,1
6579,1
6580,1
6581,1
6582,1
6583,1
6584,1
6585,1
6586,1
6587,1
6588,1
6589,1
6590,5
6591,1
6592,1
6593,1
6594,1
6595,1
6596,5
6597,5
6598,5
6599,5
6600,5
6601,5
6602,5
6603,5
6604,5
6605,5
6606,4
6607,4
6608,4
6609,4
6610,4
6611,4
6612,7
6613,7
6614,8
6615,8
6616,8
6617,8
6618,8
6619,8
6620,8
6621,8
6622,8
6623,8
6624,8
6625,1
6626,1
6627,1
6628,8
6629,8
6630,8
6631,8
6632,8
6633,8
6634,8
6635,8
6636,8
6637,8
6638,8
6639,8
6640,8
6641,8
6642,8
6643,8
6644,8
6645,8
6646,8
6647,8
6648,8
6649,8
6650,8
6651,8
6652,8
6653,8
6654,8
6655,8
6656,8
6657,8
6658,8
6659,8
6660,8
6661,8
6662,6
6663,8
6664,8
6665,8
6666,2
6667,2
6668,7
6669,7
6670,7
6671,7
6672,7
6673,7
6674,2
6675,7
6676,7
6677,7
6678,7
6679,7
6680,7
6681,7
6682,2
6683,2
6684,2
6685,2
6686,2
6687,2
6688,7
6689,7
6690,7
6691,7
6692,7
6693,7
6694,2
6695,2
6696,2
6697,2
6698,2
6699,2
6700,2
6701,2
6702,2
6703,2
6704,2
6705,2
6706,2
6707,2
6708,2
6709,2
6710,2
6711,2
6712,2
6713,2
6714,2
6715,2
6716,2
6717,2
6718,2
6719,2
6720,2
6721,1
6722,1
6723,1
6724,2
6725,2
6726,1
6727,1
6728,2
6729,2
6730,1
6731,1
6732,2
6733,1
6734,1
6735,1
6736,1
6737,1
6738,1
6739,1
6740,1
6741,1
6742,1
6743,1
6744,1
6745,1
6746,2
6747,7
6748,4
6749,4
6750,4
6751,0
6752,1
6753,1
6754,1
6755,8
6756,8
6757,4
6758,8
6759,1
6760,8
6761,1
6762,8
6763,8
6764,8
6765,8
6766,8
6767,8
6768,4
6769,4
6770,4
6771,4
6772,4
6773,4
6774,4
6775,4
6776,4
6777,4
6778,8
6779,6
6780,4
6781,6
6782,6
6783,6
6784,6
6785,8
6786,6
6787,8
6788,1
6789,6
6790,6
6791,1
6792,1
6793,1
6794,1
6795,1
6796,1
6797,1
6798,8
6799,6
6800,2
6801,6
6802,6
6803,6
6804,6
6805,6
6806,6
6807,6
6808,6
6809,6
6810,6
6811,6
6812,6
6813,6
6814,6
6815,6
6816,6
6817,6
6818,6
6819,6
6820,6
6821,1
6822,1
6823,1
6824,1
6825,1
6826,5
6827,5
6828,5
6829,1
6830,5
6831,5
6832,5
6833,5
6834,5
6835,5
6836,5
6837,5
6838,5
6839,5
6840,5
6841,7
6842,5
6843,5
6844,5
6845,0
6846,5
6847,5
6848,5
6849,7
6850,7
6851,8
6852,2
6853,2
6854,8
6855,8
6856,8
6857,8
6858,2
6859,8
6860,8
6861,8
6862,5
6863,5
6864,0
6865,0
6866,0
6867,5
6868,2
6869,2
6870,8
6871,8
6872,7
6873,7
6874,2
6875,4
6876,8
6877,8
6878,2
6879,8
6880,8
6881,0
6882,8
6883,8
6884,8
6885,8
6886,8
6887,8
6888,8
6889,8
6890,8
6891,8
6892,0
6893,0
6894,5
6895,0
6896,2
6897,8
6898,0
6899,5
6900,5
6901,2
6902,2
6903,2
6904,2
6905,5
6906,5
6907,5
6908,0
6909,8
6910,0
6911,8
6912,0
6913,5
6914,5
6915,5
6916,5
6917,5
6918,8
6919,8
6920,8
6921,8
6922,8
6923,0
6924,0
6925,5
6926,5
6927,5
6928,5
6929,2
6930,5
6931,2
6932,2
6933,8
6934,2
6935,2
6936,2
6937,5
6938,5
6939,5
6940,4
6941,6
6942,4
6943,2
6944,2
6945,2
6946,6
6947,6
6948,6
6949,6
6950,6
6951,6
6952,6
6953,6
6954,6
6955,6
6956,0
6957,4
6958,4
6959,2
6960,4
6961,0
6962,0
6963,0
6964,0
6965,0
6966,0
6967,0
6968,0
6969,0
6970,0
6971,0
6972,0
6973,0
6974,0
6975,0
6976,0
6977,0
6978,8
6979,8
6980,8
6981,8
6982,8
6983,7
6984,7
6985,7
6986,7
6987,8
6988,0
6989,0
6990,0
6991,5
6992,2
6993,0
6994,0
6995,0
6996,8
6997,5
6998,2
6999,2
7000,4
7001,8
7002,8
7003,0
7004,0
7005,0
7006,5
7007,5
7008,5
7009,5
7010,5
7011,8
7012,7
7013,8
7014,8
7015,8
7016,8
7017,0
7018,0
7019,0
7020,0
7021,0
7022,0
7023,0
7024,0
7025,0
7026,0
7027,6
7028,6
7029,6
7030,6
7031,6
7032,6
7033,6
7034,6
7035,6
7036,8
7037,7
7038,8
7039,8
7040,8
7041,8
7042,8
7043,8
7044,8
7045,8
7046,8
7047,8
7048,8
7049,8
7050,8
7051,8
7052,8
7053,8
7054,8
7055,8
7056,8
7057,8
7058,8
7059,8
7060,8
7061,8
7062,8
7063,8
7064,8
7065,8
7066,6
7067,6
7068,6
7069,6
7070,6
7071,3
7072,3
7073,3
7074,3
7075,8
7076,8
7077,6
7078,6
7079,6
7080,7
7081,7
7082,7
7083,5
7084,5
7085,5
7086,1
7087,1
7088,6
7089,5
7090,5
7091,7
7092,5
7093,5
7094,5
7095,5
7096,7
7097,5
7098,5
7099,7
7100,7
7101,7
7102,7
7103,7
7104,7
7105,7
7106,7
7107,7
7108,5
7109,5
7110,6
7111,6
7112,2
7113,5
7114,5
7115,5
7116,5
7117,5
7118,7
7119,7
7120,7
7121,7
7122,7
7123,7
7124,7
7125,5
7126,6
7127,6
7128,7
7129,7
7130,7
7131,7
7132,7
7133,7
7134,7
7135,7
7136,7
7137,6
7138,7
7139,7
7140,7
7141,7
7142,7
7143,7
7144,7
7145,7
7146,7
7147,7
7148,2
7149,5
7150,5
7151,5
7152,5
7153,5
7154,7
7155,5
7156,7
7157,5
7158,5
7159,5
7160,5
7161,5
7162,5
7163,5
7164,5
7165,5
7166,5
7167,5
7168,5
7169,5
7170,6
7171,6
7172,6
7173,6
7174,6
7175,6
7176,6
7177,6
7178,6
7179,6
7180,7
7181,7
7182,7
7183,7
7184,7
7185,7
7186,7
7187,7
7188,7
7189,7
7190,7
7191,7
7192,7
7193,7
7194,7
7195,7
7196,7
7197,7
7198,7
7199,7
7200,7
7201,7
7202,7
7203,7
7204,7
7205,7
7206,7
7207,7
7208,7
7209,7
7210,7
7211,7
7212,7
7213,7
7214,7
7215,7
7216,7
7217,7
7218,6
7219,6
7220,7
7221,7
7222,6
7223,7
7224,7
7225,7
7226,7
7227,7
7228,5
7229,5
7230,6
7231,1
7232,7
7233,7
7234,7
7235,7
7236,7
7237,7
7238,7
7239,7
7240,7
7241,7
7242,7
7243,7
7244,7
7245,7
7246,7
7247,7
7248,7
7249,7
7250,7
7251,7
7252,5
7253,5
7254,6
7255,6
7256,4
7257,6
7258,6
7259,6
7260,6
7261,7
7262,7
7263,7
7264,5
7265,5
7266,5
7267,5
7268,1
7269,6
7270,6
7271,6
7272,6
7273,6
7274,6
7275,6
7276,7
7277,6
7278,6
7279,5
7280,1
7281,1
7282,6
7283,6
7284,6
7285,6
7286,6
7287,4
7288,6
7289,6
7290,5
7291,1
7292,4
7293,4
7294,4
7295,4
7296,4
7297,4
7298,4
7299,4
7300,4
7301,5
7302,4
7303,4
7304,4
7305,4
7306,4
7307,4
7308,4
7309,4
7310,4
7311,4
7312,4
7313,4
7314,7
7315,6
7316,6
7317,4
7318,1
7319,5
7320,7
7321,7
7322,7
7323,5
7324,5
7325,5
7326,5
7327,4
7328,7
7329,7
7330,7
7331,7
7332,7
7333,7
7334,4
7335,5
7336,4
7337,4
7338,4
7339,4
7340,4
7341,5
7342,5
7343,6
7344,6
7345,6
7346,6
7347,6
7348,7
7349,6
7350,6
7351,6
7352,1
7353,1
7354,7
7355,7
7356,1
7357,1
7358,1
7359,1
7360,1
7361,1
7362,1
7363,1
7364,1
7365,4
7366,4
7367,4
7368,4
7369,6
7370,5
7371,4
7372,5
7373,5
7374,5
7375,5
7376,5
7377,5
7378,5
7379,5
7380,5
7381,5
7382,6
7383,6
7384,5
7385,6
7386,6
7387,6
7388,6
7389,6
7390,6
7391,6
7392,7
7393,8
7394,8
7395,8
7396,8
7397,8
7398,0
7399,0
7400,4
7401,6
7402,4
7403,4
7404,5
7405,5
7406,5
7407,2
7408,2
7409,7
7410,7
7411,7
7412,7
7413,7
7414,7
7415,2
7416,4
7417,4
7418,2
7419,2
7420,2
7421,2
7422,2
7423,2
7424,2
7425,0
7426,2
7427,4
7428,2
7429,1
7430,2
7431,2
7432,4
7433,2
7434,2
7435,2
7436,2
7437,2
7438,2
7439,5
7440,5
7441,5
7442,1
7443,5
7444,1
7445,1
7446,5
7447,5
7448,5
7449,6
7450,2
7451,6
7452,6
7453,6
7454,6
7455,1
7456,6
7457,6
7458,6
7459,6
7460,6
7461,1
7462,2
7463,2
7464,8
7465,8
7466,8
7467,3
7468,3
7469,3
7470,3
7471,3
7472,3
7473,8
7474,8
7475,8
7476,8
7477,8
7478,8
7479,4
7480,4
7481,8
7482,8
7483,4
7484,4
7485,4
7486,4
7487,4
7488,4
7489,4
7490,4
7491,4
7492,4
7493,4
7494,4
7495,4
7496,8
7497,3
7498,3
7499,3
7500,3
7501,4
7502,4
7503,4
7504,4
7505,4
7506,4
7507,4
7508,4
7509,4
7510,4
7511,4
7512,4
7513,4
7514,4
7515,4
7516,4
7517,4
7518,0
7519,4
7520,4
7521,8
7522,6
7523,6
7524,8
7525,8
7526,8
7527,8
7528,8
7529,8
7530,8
7531,8
7532,8
7533,8
7534,8
7535,8
7536,8
7537,8
7538,8
7539,8
7540,8
7541,8
7542,8
7543,8
7544,8
7545,8
7546,8
7547,8
7548,8
7549,8
7550,8
7551,8
7552,8
7553,6
7554,1
7555,6
7556,2
7557,2
7558,2
7559,1
7560,2
7561,2
7562,2
7563,2
7564,2
7565,2
7566,2
7567,1
7568,1
7569,1
7570,1
7571,1
7572,2
7573,1
7574,1
7575,1
7576,1
7577,1
7578,1
7579,1
7580,1
7581,1
7582,1
7583,1
7584,1
7585,1
7586,1
7587,1
7588,1
7589,1
7590,1
7591,6
7592,6
7593,6
7594,6
7595,6
7596,6
7597,6
7598,6
7599,6
7600,6
7601,6
7602,6
7603,6
7604,2
7605,2
7606,2
7607,2
7608,4
7609,4
7610,7
7611,7
7612,4
7613,7
7614,7
7615,7
7616,7
7617,7
7618,7
7619,2
7620,2
7621,4
7622,7
7623,7
7624,7
7625,7
7626,7
7627,7
7628,4
7629,2
7630,2
7631,7
7632,2
7633,7
7634,7
7635,7
7636,2
7637,2
7638,2
7639,1
7640,1
7641,2
7642,2
7643,2
7644,2
7645,2
7646,1
7647,1
7648,2
7649,2
7650,2
7651,2
7652,1
7653,2
7654,2
7655,1
7656,2
7657,2
7658,2
7659,2
7660,2
7661,2
7662,2
7663,2
7664,2
7665,2
7666,2
7667,2
7668,2
7669,2
7670,2
7671,2
7672,2
7673,2
7674,2
7675,2
7676,2
7677,2
7678,2
7679,2
7680,2
7681,2
7682,2
7683,1
7684,1
7685,1
7686,1
7687,1
7688,1
7689,1
7690,1
7691,1
7692,1
7693,1
7694,1
7695,1
7696,1
7697,1
7698,1
7699,1
7700,1
7701,1
7702,1
7703,1
7704,1
7705,8
7706,8
7707,8
7708,8
7709,8
7710,1
7711,1
7712,8
7713,8
7714,8
7715,8
7716,8
7717,8
7718,8
7719,8
7720,8
7721,4
7722,4
7723,4
7724,4
7725,8
7726,8
7727,8
7728,8
7729,8
7730,8
7731,4
7732,4
7733,4
7734,6
7735,4
7736,4
7737,6
7738,6
7739,6
7740,8
7741,8
7742,8
7743,8
7744,8
7745,8
7746,8
7747,8
7748,8
7749,8
7750,8
7751,8
7752,8
7753,8
7754,8
7755,8
7756,8
7757,8
7758,8
7759,8
7760,4
7761,4
7762,6
7763,6
7764,6
7765,6
7766,6
7767,6
7768,6
7769,6
7770,6
7771,6
7772,6
7773,6
7774,6
7775,6
7776,6
7777,8
7778,8
7779,8
7780,8
7781,8
7782,8
7783,6
7784,1
7785,8
7786,8
7787,8
7788,8
7789,8
7790,6
7791,6
7792,1
7793,6
7794,6
7795,6
7796,6
7797,6
7798,6
7799,6
7800,6
7801,6
7802,6
7803,6
7804,1
7805,6
7806,6
7807,6
7808,2
7809,6
7810,6
7811,8
7812,6
7813,6
7814,6
7815,6
7816,6
7817,6
7818,6
7819,8
7820,8
7821,8
7822,6
7823,6
7824,6
7825,6
7826,6
7827,6
7828,6
7829,6
7830,6
7831,6
7832,6
7833,1
7834,6
7835,1
7836,6
7837,1
7838,6
7839,6
7840,1
7841,3
7842,3
7843,3
7844,3
7845,3
7846,3
7847,3
7848,3
7849,3
7850,3
7851,8
7852,8
7853,8
7854,8
7855,8
7856,8
7857,8
7858,2
7859,2
7860,2
7861,8
7862,3
7863,6
7864,2
7865,6
7866,6
7867,1
7868,3
7869,6
7870,6
7871,6
7872,2
7873,2
7874,2
7875,2
7876,2
7877,2
7878,4
7879,3
7880,3
7881,5
7882,5
7883,5
7884,5
7885,5
7886,2
7887,2
7888,5
7889,5
7890,5
7891,5
7892,5
7893,0
7894,0
7895,0
7896,0
7897,6
7898,6
7899,0
7900,5
7901,5
7902,5
7903,5
7904,5
7905,2
7906,2
7907,2
7908,4
7909,4
7910,5
7911,5
7912,5
7913,5
7914,5
7915,2
7916,5
7917,5
7918,5
7919,5
7920,5
7921,5
7922,5
7923,5
7924,5
7925,5
7926,5
7927,4
7928,8
7929,0
7930,8
7931,0
7932,8
7933,8
7934,6
7935,0
7936,8
7937,8
7938,8
7939,8
7940,6
7941,6
7942,6
7943,6
7944,6
7945,6
7946,2
7947,5
7948,5
7949,5
7950,5
7951,5
7952,5
7953,5
7954,5
7955,5
7956,7
7957,7
7958,7
7959,4
7960,7
7961,4
7962,4
7963,4
7964,7
7965,4
7966,4
7967,4
7968,4
7969,4
7970,4
7971,4
7972,4
7973,4
7974,4
7975,4
7976,7
7977,4
7978,4
7979,4
7980,7
7981,4
7982,4
7983,4
7984,4
7985,4
7986,6
7987,6
7988,6
7989,3
7990,3
7991,3
7992,3
7993,3
7994,3
7995,8
7996,7
7997,7
7998,7
7999,7
8000,7
8001,7
8002,7
8003,7
8004,5
8005,5
8006,5
8007,5
8008,5
8009,5
8010,7
8011,5
8012,5
8013,5
8014,5
8015,5
8016,5
8017,5
8018,5
8019,5
8020,5
8021,5
8022,5
8023,5
8024,7
8025,7
8026,7
8027,7
8028,7
8029,7
8030,7
8031,7
8032,5
8033,5
8034,5
8035,5
8036,5
8037,7
8038,7
8039,7
8040,5
8041,5
8042,7
8043,7
8044,7
8045,7
8046,7
8047,7
8048,5
8049,7
8050,7
8051,7
8052,7
8053,7
8054,7
8055,5
8056,5
8057,1
8058,1
8059,1
8060,4
8061,5
8062,1
8063,1
8064,4
8065,5
8066,1
8067,1
8068,4
8069,4
8070,4
8071,5
8072,4
8073,4
8074,4
8075,5
8076,5
8077,4
8078,4
8079,4
8080,1
8081,1
8082,1
8083,1
8084,1
8085,1
8086,1
8087,1
8088,1
8089,1
8090,4
8091,5
8092,5
8093,5
8094,5
8095,5
8096,5
8097,5
8098,5
8099,5
8100,5
8101,5
8102,5
8103,5
8104,5
8105,5
8106,5
8107,5
8108,5
8109,5
8110,5
8111,5
8112,5
8113,5
8114,5
8115,5
8116,5
8117,5
8118,5
8119,5
8120,5
8121,5
8122,5
8123,5
8124,5
8125,5
8126,5
8127,5
8128,5
8129,5
8130,5
8131,5
8132,5
8133,5
8134,5
8135,5
8136,5
8137,5
8138,5
8139,4
8140,4
8141,4
8142,6
8143,5
8144,5
8145,4
8146,6
8147,4
8148,4
8149,4
8150,4
8151,4
8152,6
8153,7
8154,7
8155,7
8156,7
8157,7
8158,5
8159,5
8160,5
8161,1
8162,1
8163,5
8164,5
8165,5
8166,5
8167,5
8168,7
8169,7
8170,7
8171,7
8172,7
8173,7
8174,7
8175,7
8176,4
8177,4
8178,5
8179,5
8180,5
8181,5
8182,5
8183,4
8184,5
8185,4
8186,4
8187,4
8188,5
8189,1
8190,5
8191,5
8192,5
8193,5
8194,5
8195,5
8196,5
8197,5
8198,5
8199,5
8200,5
8201,5
8202,5
8203,5
8204,1
8205,5
8206,5
8207,5
8208,5
8209,5
8210,5
8211,5
8212,5
8213,1
8214,5
8215,5
8216,5
8217,5
8218,5
8219,5
8220,5
8221,5
8222,5
8223,5
8224,5
8225,5
8226,5
8227,5
8228,5
8229,5
8230,1
8231,5
8232,5
8233,1
8234,5
8235,5
8236,5
8237,5
8238,5
8239,5
8240,5
8241,5
8242,5
8243,5
8244,5
8245,5
8246,4
8247,2
8248,2
8249,7
8250,3
8251,8
8252,8
8253,8
8254,8
8255,8
8256,8
8257,8
8258,2
8259,7
8260,4
8261,4
8262,4
8263,7
8264,7
8265,7
8266,2
8267,2
8268,2
8269,2
8270,2
8271,2
8272,2
8273,2
8274,2
8275,2
8276,2
8277,2
8278,2
8279,2
8280,2
8281,2
8282,2
8283,2
8284,2
8285,2
8286,4
8287,2
8288,4
8289,4
8290,2
8291,2
8292,2
8293,2
8294,2
8295,2
8296,2
8297,2
8298,5
8299,1
8300,5
8301,2
8302,2
8303,2
8304,2
8305,2
8306,5
8307,5
8308,2
8309,2
8310,6
8311,6
8312,6
8313,6
8314,6
8315,6
8316,6
8317,6
8318,6
8319,6
8320,6
8321,6
8322,2
8323,2
8324,2
8325,6
8326,1
8327,1
8328,1
8329,6
8330,1
8331,1
8332,1
8333,1
8334,1
8335,1
8336,4
8337,4
8338,1
8339,1
8340,1
8341,4
8342,4
8343,8
8344,8
8345,8
8346,8
8347,4
8348,1
8349,1
8350,1
8351,4
8352,1
8353,1
8354,2
8355,2
8356,2
8357,2
8358,2
8359,2
8360,2
8361,2
8362,6
8363,2
8364,2
8365,8
8366,4
8367,1
8368,4
8369,4
8370,4
8371,4
8372,4
8373,4
8374,4
8375,4
8376,8
8377,8
8378,8
8379,8
8380,1
8381,1
8382,1
8383,4
8384,1
8385,8
8386,4
8387,4
8388,8
8389,8
8390,8
8391,8
8392,8
8393,8
8394,8
8395,8
8396,8
8397,8
8398,8
8399,8
8400,8
8401,8
8402,8
8403,8
8404,8
8405,8
8406,8
8407,4
8408,8
8409,8
8410,8
8411,8
8412,8
8413,8
8414,8
8415,8
8416,8
8417,8
8418,2
8419,2
8420,8
8421,8
8422,8
8423,2
8424,3
8425,3
8426,1
8427,3
8428,3
8429,3
8430,3
8431,3
8432,1
8433,1
8434,2
8435,2
8436,2
8437,7
8438,2
8439,2
8440,7
8441,7
8442,7
8443,7
8444,7
8445,7
8446,7
8447,7
8448,7
8449,7
8450,7
8451,2
8452,2
8453,2
8454,7
8455,7
8456,7
8457,7
8458,7
8459,2
8460,2
8461,8
8462,8
8463,8
8464,3
8465,3
8466,8
8467,8
8468,3
8469,3
8470,8
8471,8
8472,3
8473,3
8474,8
8475,8
8476,8
8477,3
8478,8
8479,8
8480,3
8481,3
8482,8
8483,8
8484,3
8485,3
8486,8
8487,8
8488,3
8489,3
8490,8
8491,8
8492,8
8493,4
8494,4
8495,4
8496,4
8497,0
8498,4
8499,4
8500,4
8501,4
8502,4
8503,2
8504,4
8505,0
8506,8
8507,8
8508,8
8509,8
8510,8
8511,3
8512,0
8513,0
8514,8
8515,8
8516,8
8517,8
8518,8
8519,8
8520,8
8521,8
8522,8
8523,8
8524,8
8525,8
8526,8
8527,3
8528,8
8529,1
8530,1
8531,1
8532,1
8533,1
8534,1
8535,2
8536,2
8537,1
8538,1
8539,2
8540,1
8541,1
8542,5
8543,5
8544,1
8545,1
8546,1
8547,1
8548,1
8549,1
8550,1
8551,1
8552,1
8553,1
8554,1
8555,1
8556,1
8557,1
8558,1
8559,1
8560,1
8561,1
8562,1
8563,1
8564,1
8565,1
8566,1
8567,1
8568,1
8569,1
8570,1
8571,2
8572,6
8573,6
8574,6
8575,6
8576,6
8577,6
8578,6
8579,6
8580,6
8581,6
8582,6
8583,6
8584,6
8585,4
8586,7
8587,7
8588,4
8589,4
8590,7
8591,4
8592,6
8593,3
8594,7
8595,7
